RefSeq mRNA ID	NCBI gene ID	Gene name
NM_006845	11004	KIF2C
NM_001297657	11004	KIF2C
NM_001297656	11004	KIF2C
NM_001127699	11005	SPINK5
NM_001127698	11005	SPINK5
NM_006846	11005	SPINK5
NM_001278429	11006	LILRB4
NM_001278427	11006	LILRB4
NM_001278426	11006	LILRB4
NM_001278428	11006	LILRB4
NM_001278429	11006	LILRB4
NM_001278427	11006	LILRB4
NM_001278428	11006	LILRB4
NM_001278426	11006	LILRB4
NM_001278426	11006	LILRB4
NM_001278427	11006	LILRB4
NM_001278428	11006	LILRB4
NM_001278429	11006	LILRB4
NM_001278429	11006	LILRB4
NM_001278427	11006	LILRB4
NM_001278426	11006	LILRB4
NM_001278428	11006	LILRB4
NM_001278428	11006	LILRB4
NM_001278429	11006	LILRB4
NM_001278427	11006	LILRB4
NM_001278426	11006	LILRB4
NM_001278430	11006	LILRB4
NM_006848	11007	CCDC85B
NM_001185156	11009	IL24
NM_006850	11009	IL24
NM_001185157	11009	IL24
NM_001185158	11009	IL24
NM_006851	11010	GLIPR1
NM_001330418	11011	TLK2
NM_006852	11011	TLK2
NM_001284333	11011	TLK2
NM_001284363	11011	TLK2
NM_006853	11012	KLK11
NM_144947	11012	KLK11
NM_001136032	11012	KLK11
NM_001167605	11012	KLK11
NM_021992	11013	TMSB15A
NM_001100603	11014	KDELR2
NM_006854	11014	KDELR2
NM_006855	11015	KDELR3
NM_016657	11015	KDELR3
NM_006856	11016	ATF7
NM_001130060	11016	ATF7
NM_001206683	11016	ATF7
NM_001206682	11016	ATF7
NM_006857	11017	SNRNP27
NM_006858	11018	TMED1
NM_001278592	11019	LIAS
NM_001278591	11019	LIAS
NM_001278590	11019	LIAS
NM_006859	11019	LIAS
NM_194451	11019	LIAS
NM_006860	11020	IFT27
NM_001177701	11020	IFT27
NM_006861	11021	RAB35
NM_001167606	11021	RAB35
NM_006862	11022	TDRKH
NM_001083964	11022	TDRKH
NM_001083965	11022	TDRKH
NM_001083963	11022	TDRKH
NM_199131	11023	VAX1
NM_001112704	11023	VAX1
NM_006863	11024	LILRA1
NM_001278319	11024	LILRA1
NM_001278318	11024	LILRA1
NM_006863	11024	LILRA1
NM_001278319	11024	LILRA1
NM_001278318	11024	LILRA1
NM_006863	11024	LILRA1
NM_001278319	11024	LILRA1
NM_001278318	11024	LILRA1
NM_006863	11024	LILRA1
NM_001278319	11024	LILRA1
NM_001278318	11024	LILRA1
NM_001320960	11025	LILRB3
NM_006864	11025	LILRB3
NM_001081450	11025	LILRB3
NM_006865	11026	LILRA3
NM_001172654	11026	LILRA3
NM_006865	11026	LILRA3
NM_001172654	11026	LILRA3
NM_006865	11026	LILRA3
NM_001172654	11026	LILRA3
NM_006865	11026	LILRA3
NM_001172654	11026	LILRA3
NM_006866	11027	LILRA2
NM_001130917	11027	LILRA2
NM_001290271	11027	LILRA2
NM_001290270	11027	LILRA2
NM_006866	11027	LILRA2
NM_001290271	11027	LILRA2
NM_001290270	11027	LILRA2
NM_001130917	11027	LILRA2
NM_001290270	11027	LILRA2
NM_006866	11027	LILRA2
NM_001290271	11027	LILRA2
NM_001130917	11027	LILRA2
NM_001290271	11027	LILRA2
NM_006866	11027	LILRA2
NM_001130917	11027	LILRA2
NM_001290270	11027	LILRA2
NM_001008710	11030	RBPMS
NM_001008712	11030	RBPMS
NM_006867	11030	RBPMS
NM_001008711	11030	RBPMS
NM_006868	11031	RAB31
NM_006869	11033	ADAP1
NM_001284310	11033	ADAP1
NM_001284308	11033	ADAP1
NM_001284309	11033	ADAP1
NM_001284311	11033	ADAP1
NM_006870	11034	DSTN
NM_001011546	11034	DSTN
NM_006871	11035	RIPK3
NM_006872	11036	GTF2A1L
NM_001193487	11036	GTF2A1L
NM_006873	11037	STON1
NM_001198595	11037	STON1
NM_006875	11040	PIM2
NM_006876	11041	B4GAT1
NM_052817	11043	MID2
NM_012216	11043	MID2
NM_001171805	11044	PAPD7
NM_006999	11044	PAPD7
NM_001171806	11044	PAPD7
NM_007000	11045	UPK1A
NM_001281443	11045	UPK1A
NM_007001	11046	SLC35D2
NM_001286990	11046	SLC35D2
NM_001281437	11047	ADRM1
NM_001281438	11047	ADRM1
NM_175573	11047	ADRM1
NM_007002	11047	ADRM1
NM_007006	11051	NUDT21
NM_007007	11052	CPSF6
NM_001300947	11052	CPSF6
NM_007346	11054	OGFR
NM_007009	11055	ZPBP
NM_001159878	11055	ZPBP
NM_001291476	11056	DDX52
NM_007010	11056	DDX52
NM_001291476	11056	DDX52
NM_007010	11056	DDX52
NM_152924	11057	ABHD2
NM_007011	11057	ABHD2
NM_007013	11059	WWP1
NM_007014	11060	WWP2
NM_001270454	11060	WWP2
NM_001270455	11060	WWP2
NM_199424	11060	WWP2
NM_001270453	11060	WWP2
NM_001011705	11061	CNMD
NM_007015	11061	CNMD
NM_181581	11062	DUS4L
NM_001270419	11062	DUS4L
NM_007017	11063	SOX30
NM_178424	11063	SOX30
NM_001308165	11063	SOX30
NM_001330762	11064	CNTRL
NM_007018	11064	CNTRL
NM_007019	11065	UBE2C
NM_181799	11065	UBE2C
NM_181800	11065	UBE2C
NM_181801	11065	UBE2C
NM_001281742	11065	UBE2C
NM_001281741	11065	UBE2C
NM_022717	11066	SNRNP35
NM_180699	11066	SNRNP35
NM_007021	11067	C10orf10
NM_007022	11068	CYB561D2
NM_001291284	11068	CYB561D2
NM_007023	11069	RAPGEF4
NM_001100397	11069	RAPGEF4
NM_001282901	11069	RAPGEF4
NM_001282899	11069	RAPGEF4
NM_001282900	11069	RAPGEF4
NM_007024	11070	TMEM115
NM_007026	11072	DUSP14
NM_007026	11072	DUSP14
NM_007027	11073	TOPBP1
NM_007028	11074	TRIM31
NM_007028	11074	TRIM31
NM_007028	11074	TRIM31
NM_007028	11074	TRIM31
NM_007028	11074	TRIM31
NM_007028	11074	TRIM31
NM_007028	11074	TRIM31
NM_007028	11074	TRIM31
NM_007029	11075	STMN2
NM_001199214	11075	STMN2
NM_007030	11076	TPPP
NM_007031	11077	HSF2BP
NM_001039141	11078	TRIOBP
NM_138632	11078	TRIOBP
NM_007032	11078	TRIOBP
NM_007033	11079	RER1
NM_001317102	11080	DNAJB4
NM_001317101	11080	DNAJB4
NM_001317099	11080	DNAJB4
NM_001317103	11080	DNAJB4
NM_007034	11080	DNAJB4
NM_001317100	11080	DNAJB4
NM_007035	11081	KERA
NM_007036	11082	ESM1
NM_001135604	11082	ESM1
NM_001193369	11083	DIDO1
NM_080797	11083	DIDO1
NM_001193370	11083	DIDO1
NM_022105	11083	DIDO1
NM_080796	11083	DIDO1
NM_033081	11083	DIDO1
NM_021794	11085	ADAM30
NM_001130704	11086	ADAM29
NM_001130705	11086	ADAM29
NM_001278125	11086	ADAM29
NM_001278126	11086	ADAM29
NM_014269	11086	ADAM29
NM_001130703	11086	ADAM29
NM_001278127	11086	ADAM29
NM_017588	11091	WDR5
NM_052821	11091	WDR5
NM_001316898	11092	SPACA9
NM_001316897	11092	SPACA9
NM_001316900	11092	SPACA9
NM_018956	11092	SPACA9
NM_139026	11093	ADAMTS13
NM_139027	11093	ADAMTS13
NM_139025	11093	ADAMTS13
NM_139027	11093	ADAMTS13
NM_139025	11093	ADAMTS13
NM_139026	11093	ADAMTS13
NM_001135775	11094	CACFD1
NM_017586	11094	CACFD1
NM_001242370	11094	CACFD1
NM_001242369	11094	CACFD1
NM_001242370	11094	CACFD1
NM_001242369	11094	CACFD1
NM_001135775	11094	CACFD1
NM_017586	11094	CACFD1
NM_007037	11095	ADAMTS8
NM_007038	11096	ADAMTS5
NM_007342	11097	NUPL2
NM_001293180	11098	PRSS23
NM_001293178	11098	PRSS23
NM_007173	11098	PRSS23
NM_001293179	11098	PRSS23
NM_007039	11099	PTPN21
NM_144732	11100	HNRNPUL1
NM_007040	11100	HNRNPUL1
NM_001321208	11100	HNRNPUL1
NM_001321211	11100	HNRNPUL1
NM_001301016	11100	HNRNPUL1
NM_007041	11101	ATE1
NM_001001976	11101	ATE1
NM_001288735	11101	ATE1
NM_001288734	11101	ATE1
NM_001288736	11101	ATE1
NM_001098783	11102	RPP14
NM_007042	11102	RPP14
NM_007043	11103	KRR1
NM_001204076	11104	KATNA1
NM_007044	11104	KATNA1
NM_001098173	11105	PRDM7
NM_018699	11107	PRDM5
NM_001300823	11107	PRDM5
NM_001300824	11107	PRDM5
NM_012406	11108	PRDM4
NM_152740	11112	HIBADH
NM_001206999	11113	CIT
NM_007174	11113	CIT
NM_007045	11116	FGFR1OP
NM_194429	11116	FGFR1OP
NM_001278690	11116	FGFR1OP
NM_007046	11117	EMILIN1
NM_007047	11118	BTN3A2
NM_001197247	11118	BTN3A2
NM_001197246	11118	BTN3A2
NM_001197249	11118	BTN3A2
NM_001197248	11118	BTN3A2
NM_194441	11119	BTN3A1
NM_007048	11119	BTN3A1
NM_001145009	11119	BTN3A1
NM_001145008	11119	BTN3A1
NM_007049	11120	BTN2A1
NM_078476	11120	BTN2A1
NM_001197234	11120	BTN2A1
NM_001197233	11120	BTN2A1
NM_007050	11122	PTPRT
NM_133170	11122	PTPRT
NM_001251977	11123	RCAN3
NM_013441	11123	RCAN3
NM_001251980	11123	RCAN3
NM_001251982	11123	RCAN3
NM_001251985	11123	RCAN3
NM_001251984	11123	RCAN3
NM_001251981	11123	RCAN3
NM_001251979	11123	RCAN3
NM_001251983	11123	RCAN3
NM_001251978	11123	RCAN3
NM_007051	11124	FAF1
NM_007053	11126	CD160
NM_007054	11127	KIF3A
NM_001300792	11127	KIF3A
NM_001300791	11127	KIF3A
NM_007055	11128	POLR3A
NM_007056	11129	CLASRP
NM_001278439	11129	CLASRP
NM_001005413	11130	ZWINT
NM_007057	11130	ZWINT
NM_032997	11130	ZWINT
NM_007058	11131	CAPN11
NM_023083	11132	CAPN10
NM_023085	11132	CAPN10
NM_007059	11133	KPTN
NM_001291296	11133	KPTN
NM_152243	11135	CDC42EP1
NM_001126335	11136	SLC7A9
NM_014270	11136	SLC7A9
NM_001243036	11136	SLC7A9
NM_007062	11137	PWP1
NM_001317963	11137	PWP1
NM_001317962	11137	PWP1
NM_001330348	11138	TBC1D8
NM_001102426	11138	TBC1D8
NM_007065	11140	CDC37
NM_014271	11141	IL1RAPL1
NM_007066	11142	PKIG
NM_181804	11142	PKIG
NM_181805	11142	PKIG
NM_001281444	11142	PKIG
NM_001281445	11142	PKIG
NM_007067	11143	KAT7
NM_001199156	11143	KAT7
NM_001199157	11143	KAT7
NM_001199158	11143	KAT7
NM_001199155	11143	KAT7
NM_007068	11144	DMC1
NM_001278208	11144	DMC1
NM_007069	11145	PLA2G16
NM_001128203	11145	PLA2G16
NM_053274	11146	GLMN
NM_001319683	11146	GLMN
NM_001036645	11147	HHLA3
NM_001036646	11147	HHLA3
NM_001031693	11147	HHLA3
NM_007072	11148	HHLA2
NM_001282557	11148	HHLA2
NM_001282558	11148	HHLA2
NM_001282556	11148	HHLA2
NM_001282559	11148	HHLA2
NM_001199563	11149	BVES
NM_007073	11149	BVES
NM_147147	11149	BVES
NM_001193333	11151	CORO1A
NM_007074	11151	CORO1A
NM_001029896	11152	WDR45
NM_007075	11152	WDR45
NM_007076	11153	FICD
NM_001128126	11154	AP4S1
NM_007077	11154	AP4S1
NM_001254727	11154	AP4S1
NM_001254726	11154	AP4S1
NM_001254729	11154	AP4S1
NM_001254728	11154	AP4S1
NM_001080116	11155	LDB3
NM_007078	11155	LDB3
NM_001080115	11155	LDB3
NM_001171611	11155	LDB3
NM_001080114	11155	LDB3
NM_001171610	11155	LDB3
NM_032611	11156	PTP4A3
NM_007079	11156	PTP4A3
NM_007079	11156	PTP4A3
NM_032611	11156	PTP4A3
NM_007080	11157	LSM6
NM_001350008	11158	RABL2B
NM_001350016	11158	RABL2B
NM_001130920	11158	RABL2B
NM_001130923	11158	RABL2B
NM_001130922	11158	RABL2B
NM_001130919	11158	RABL2B
NM_001003789	11158	RABL2B
NM_007081	11158	RABL2B
NM_001350003	11158	RABL2B
NM_001350017	11158	RABL2B
NM_001350007	11158	RABL2B
NM_001350005	11158	RABL2B
NM_001130921	11158	RABL2B
NM_013412	11159	RABL2A
NM_001306161	11159	RABL2A
NM_001306159	11159	RABL2A
NM_001306158	11159	RABL2A
NM_007082	11159	RABL2A
NM_001306160	11159	RABL2A
NM_001003791	11160	ERLIN2
NM_007175	11160	ERLIN2
NM_001003790	11160	ERLIN2
NM_007176	11161	ERG28
NM_007083	11162	NUDT6
NM_198041	11162	NUDT6
NM_199040	11163	NUDT4
NM_019094	11163	NUDT4
NM_001301024	11163	NUDT4
NM_001301023	11163	NUDT4
NM_001301022	11163	NUDT4
NM_001321647	11164	NUDT5
NM_014142	11164	NUDT5
NM_001321648	11164	NUDT5
NM_006703	11165	NUDT3
NM_007084	11166	SOX21
NM_007085	11167	FSTL1
NM_033222	11168	PSIP1
NM_001128217	11168	PSIP1
NM_001317898	11168	PSIP1
NM_001317900	11168	PSIP1
NM_021144	11168	PSIP1
NM_001008396	11169	WDHD1
NM_007086	11169	WDHD1
NM_001076778	11170	FAM107A
NM_007177	11170	FAM107A
NM_001282714	11170	FAM107A
NM_001282713	11170	FAM107A
NM_007178	11171	STRAP
NM_007179	11172	INSL6
NM_014272	11173	ADAMTS7
NM_197941	11174	ADAMTS6
NM_001351156	11176	BAZ2A
NM_013449	11176	BAZ2A
NM_001300905	11176	BAZ2A
NM_182648	11177	BAZ1A
NM_013448	11177	BAZ1A
NM_021020	11178	LZTS1
NM_021994	11179	ZNF277
NM_018031	11180	WDR6
NM_001320547	11180	WDR6
NM_001320546	11180	WDR6
NM_007180	11181	TREH
NM_001301065	11181	TREH
NM_001145099	11182	SLC2A6
NM_017585	11182	SLC2A6
NM_001145099	11182	SLC2A6
NM_017585	11182	SLC2A6
NM_006575	11183	MAP4K5
NM_198794	11183	MAP4K5
NM_007181	11184	MAP4K1
NM_001042600	11184	MAP4K1
NM_001042600	11184	MAP4K1
NM_007181	11184	MAP4K1
NM_006774	11185	INMT
NM_001199219	11185	INMT
NM_170713	11186	RASSF1
NM_170712	11186	RASSF1
NM_170714	11186	RASSF1
NM_007182	11186	RASSF1
NM_001206957	11186	RASSF1
NM_001303029	11187	PKP3
NM_007183	11187	PKP3
NM_001276293	11188	NISCH
NM_001276294	11188	NISCH
NM_007184	11188	NISCH
NM_001172649	11189	CELF3
NM_001291106	11189	CELF3
NM_007185	11189	CELF3
NM_001291107	11189	CELF3
NM_001172648	11189	CELF3
NM_007186	11190	CEP250
NM_001318219	11190	CEP250
NM_007187	11193	WBP4
NM_007188	11194	ABCB8
NM_001282292	11194	ABCB8
NM_001282291	11194	ABCB8
NM_001282293	11194	ABCB8
NM_007190	11196	SEC23IP
NM_007191	11197	WIF1
NM_007192	11198	SUPT16H
NM_007193	11199	ANXA10
NM_007194	11200	CHEK2
NM_001005735	11200	CHEK2
NM_001257387	11200	CHEK2
NM_145862	11200	CHEK2
NM_001351612	11201	POLI
NM_001351632	11201	POLI
NM_001351619	11201	POLI
NM_001351611	11201	POLI
NM_001351610	11201	POLI
NM_001351615	11201	POLI
NM_001351618	11201	POLI
NM_001351617	11201	POLI
NM_001351614	11201	POLI
NM_007195	11201	POLI
NM_144505	11202	KLK8
NM_007196	11202	KLK8
NM_144506	11202	KLK8
NM_001281431	11202	KLK8
NM_144507	11202	KLK8
NM_007197	11211	FZD10
NM_001349347	11212	PLPBP
NM_001349348	11212	PLPBP
NM_007198	11212	PLPBP
NM_007199	11213	IRAK3
NM_001142523	11213	IRAK3
NM_007200	11214	AKAP13
NM_006738	11214	AKAP13
NM_001270546	11214	AKAP13
NM_016248	11215	AKAP11
NM_007202	11216	AKAP10
NM_001330152	11216	AKAP10
NM_001198656	11217	AKAP2
NM_001004065	11217	AKAP2
NM_001136562	11217	AKAP2
NM_007204	11218	DDX20
NM_080701	11219	TREX2
NM_007207	11221	DUSP10
NM_007208	11222	MRPL3
NM_007209	11224	RPL35
NM_007210	11226	GALNT6
NM_014568	11227	GALNT5
NM_007211	11228	RASSF8
NM_001164748	11228	RASSF8
NM_001164747	11228	RASSF8
NM_001164746	11228	RASSF8
NM_007213	11230	PRAF2
NM_007214	11231	SEC63
NM_007215	11232	POLG2
NM_007216	11234	HPS5
NM_181507	11234	HPS5
NM_181508	11234	HPS5
NM_007217	11235	PDCD10
NM_145859	11235	PDCD10
NM_145860	11235	PDCD10
NM_007218	11236	RNF139
NM_007219	11237	RNF24
NM_001321749	11237	RNF24
NM_001134337	11237	RNF24
NM_001134338	11237	RNF24
NM_007220	11238	CA5B
NM_007365	11240	PADI2
NM_001199653	11243	PMF1
NM_001199654	11243	PMF1
NM_007221	11243	PMF1
NM_007222	11244	ZHX1
NM_001017926	11244	ZHX1
NM_001271854	11245	GPR176
NM_007223	11245	GPR176
NM_001271855	11245	GPR176
NM_007224	11247	NXPH4
NM_007225	11248	NXPH3
NM_007226	11249	NXPH2
NM_007227	11250	GPR45
NM_004778	11251	PTGDR2
NM_001349970	11252	PACSIN2
NM_001349969	11252	PACSIN2
NM_001184970	11252	PACSIN2
NM_001349972	11252	PACSIN2
NM_001184971	11252	PACSIN2
NM_007229	11252	PACSIN2
NM_001349974	11252	PACSIN2
NM_001349973	11252	PACSIN2
NM_001349971	11252	PACSIN2
NM_016219	11253	MAN1B1
NM_007231	11254	SLC6A14
NM_007232	11255	HRH3
NM_024348	11258	DCTN3
NM_007234	11258	DCTN3
NM_001281426	11258	DCTN3
NM_001281427	11258	DCTN3
NM_001281425	11258	DCTN3
NM_182909	11259	FILIP1L
NM_001282794	11259	FILIP1L
NM_001042459	11259	FILIP1L
NM_001282793	11259	FILIP1L
NM_014890	11259	FILIP1L
NM_007235	11260	XPOT
NM_007236	11261	CHP1
NM_007237	11262	SP140
NM_001278453	11262	SP140
NM_001278452	11262	SP140
NM_001005176	11262	SP140
NM_001278451	11262	SP140
NM_007238	11264	PXMP4
NM_183397	11264	PXMP4
NM_007240	11266	DUSP12
NM_001317193	11267	SNF8
NM_001317194	11267	SNF8
NM_007241	11267	SNF8
NM_001317192	11267	SNF8
NM_001257174	11269	DDX19B
NM_001257172	11269	DDX19B
NM_001257173	11269	DDX19B
NM_007242	11269	DDX19B
NM_001014449	11269	DDX19B
NM_001257175	11269	DDX19B
NM_001014451	11269	DDX19B
NM_001270710	11270	NRM
NM_001270708	11270	NRM
NM_001270709	11270	NRM
NM_007243	11270	NRM
NM_001270707	11270	NRM
NM_001270710	11270	NRM
NM_001270708	11270	NRM
NM_001270709	11270	NRM
NM_007243	11270	NRM
NM_001270707	11270	NRM
NM_001270710	11270	NRM
NM_001270708	11270	NRM
NM_001270709	11270	NRM
NM_007243	11270	NRM
NM_001270707	11270	NRM
NM_001270710	11270	NRM
NM_001270708	11270	NRM
NM_001270709	11270	NRM
NM_007243	11270	NRM
NM_001270707	11270	NRM
NM_001270710	11270	NRM
NM_001270708	11270	NRM
NM_001270709	11270	NRM
NM_007243	11270	NRM
NM_001270707	11270	NRM
NM_001270710	11270	NRM
NM_001270708	11270	NRM
NM_001270709	11270	NRM
NM_007243	11270	NRM
NM_001270707	11270	NRM
NM_001270710	11270	NRM
NM_001270708	11270	NRM
NM_001270709	11270	NRM
NM_007243	11270	NRM
NM_001270707	11270	NRM
NM_001098538	11272	PRR4
NM_007244	11272	PRR4
NM_001098538	11272	PRR4
NM_007244	11272	PRR4
NM_001291314	11272	PRR4
NM_001098538	11272	PRR4
NM_007244	11272	PRR4
NM_148416	11273	ATXN2L
NM_148415	11273	ATXN2L
NM_001308230	11273	ATXN2L
NM_017492	11273	ATXN2L
NM_145714	11273	ATXN2L
NM_148414	11273	ATXN2L
NM_007245	11273	ATXN2L
NM_017414	11274	USP18
NM_007246	11275	KLHL2
NM_001331024	11275	KLHL2
NM_001331023	11275	KLHL2
NM_001161522	11275	KLHL2
NM_001161521	11275	KLHL2
NM_007247	11276	SYNRG
NM_080550	11276	SYNRG
NM_001163546	11276	SYNRG
NM_001163545	11276	SYNRG
NM_001163544	11276	SYNRG
NM_198882	11276	SYNRG
NM_001163547	11276	SYNRG
NM_007247	11276	SYNRG
NM_080550	11276	SYNRG
NM_001163546	11276	SYNRG
NM_001163547	11276	SYNRG
NM_001163545	11276	SYNRG
NM_001163544	11276	SYNRG
NM_198882	11276	SYNRG
NM_033629	11277	TREX1
NM_007248	11277	TREX1
NM_016381	11277	TREX1
NM_007249	11278	KLF12
NM_001324105	11279	KLF8
NM_001324104	11279	KLF8
NM_007250	11279	KLF8
NM_001324102	11279	KLF8
NM_001324100	11279	KLF8
NM_001159296	11279	KLF8
NM_001324099	11279	KLF8
NM_001349253	11280	SCN11A
NM_014139	11280	SCN11A
NM_001287223	11280	SCN11A
NM_007252	11281	POU6F2
NM_001166018	11281	POU6F2
NM_054013	11282	MGAT4B
NM_014275	11282	MGAT4B
NM_007253	11283	CYP4F8
NM_007254	11284	PNKP
NM_007255	11285	B4GALT7
NM_007256	11309	SLCO2B1
NM_001145212	11309	SLCO2B1
NM_001145211	11309	SLCO2B1
NM_007259	11311	VPS45
NM_001279354	11311	VPS45
NM_001279353	11311	VPS45
NM_001279355	11311	VPS45
NM_007260	11313	LYPLA2
NM_001256841	11314	CD300A
NM_007261	11314	CD300A
NM_001330457	11314	CD300A
NM_001330456	11314	CD300A
NM_001123377	11315	PARK7
NM_007262	11315	PARK7
NM_007263	11316	COPE
NM_199444	11316	COPE
NM_001330469	11316	COPE
NM_199442	11316	COPE
NM_001281449	11317	RBPJL
NM_001281448	11317	RBPJL
NM_014276	11317	RBPJL
NM_007264	11318	GPR182
NM_007265	11319	ECD
NM_001135753	11319	ECD
NM_001135752	11319	ECD
NM_001160154	11320	MGAT4A
NM_012214	11320	MGAT4A
NM_001145047	11321	GPN1
NM_007266	11321	GPN1
NM_001145049	11321	GPN1
NM_001145048	11321	GPN1
NM_001127198	11322	TMC6
NM_001321185	11322	TMC6
NM_007267	11322	TMC6
NM_007372	11325	DDX42
NM_203499	11325	DDX42
NM_007268	11326	VSIG4
NM_001257403	11326	VSIG4
NM_001184831	11326	VSIG4
NM_001100431	11326	VSIG4
NM_001184830	11326	VSIG4
NM_007270	11328	FKBP9
NM_001284341	11328	FKBP9
NM_001284343	11328	FKBP9
NM_007271	11329	STK38
NM_001305102	11329	STK38
NM_007272	11330	CTRC
NM_001144831	11331	PHB2
NM_001267700	11331	PHB2
NM_181866	11332	ACOT7
NM_181865	11332	ACOT7
NM_181864	11332	ACOT7
NM_007274	11332	ACOT7
NM_014891	11333	PDAP1
NM_007275	11334	TUSC2
NM_007276	11335	CBX3
NM_016587	11335	CBX3
NM_007277	11336	EXOC3
NM_007278	11337	GABARAP
NM_001012478	11338	U2AF2
NM_007279	11338	U2AF2
NM_007280	11339	OIP5
NM_001317860	11339	OIP5
NM_181503	11340	EXOSC8
NM_007281	11341	SCRG1
NM_183381	11342	RNF13
NM_007282	11342	RNF13
NM_007283	11343	MGLL
NM_001003794	11343	MGLL
NM_001256585	11343	MGLL
NM_007284	11344	TWF2
NM_007285	11345	GABARAPL2
NM_001166208	11346	SYNPO
NM_001166209	11346	SYNPO
NM_007286	11346	SYNPO
NM_001109974	11346	SYNPO
NM_007359	22794	CASC3
NM_007361	22795	NID2
NM_007357	22796	COG2
NM_001145036	22796	COG2
NM_012252	22797	TFEC
NM_001018058	22797	TFEC
NM_001244583	22797	TFEC
NM_001318046	22798	LAMB4
NM_001318047	22798	LAMB4
NM_001318048	22798	LAMB4
NM_007356	22798	LAMB4
NM_012250	22800	RRAS2
NM_001102669	22800	RRAS2
NM_001177315	22800	RRAS2
NM_001177314	22800	RRAS2
NM_001004439	22801	ITGA11
NM_012128	22802	CLCA4
NM_012255	22803	XRN2
NM_001317960	22803	XRN2
NM_012481	22806	IKZF3
NM_001257409	22806	IKZF3
NM_001257414	22806	IKZF3
NM_001257412	22806	IKZF3
NM_001257411	22806	IKZF3
NM_001257410	22806	IKZF3
NM_001257408	22806	IKZF3
NM_001257413	22806	IKZF3
NM_001284516	22806	IKZF3
NM_183229	22806	IKZF3
NM_183232	22806	IKZF3
NM_183231	22806	IKZF3
NM_001284515	22806	IKZF3
NM_183228	22806	IKZF3
NM_183230	22806	IKZF3
NM_001284514	22806	IKZF3
NM_016260	22807	IKZF2
NM_001079526	22807	IKZF2
NM_012219	22808	MRAS
NM_001085049	22808	MRAS
NM_001252092	22808	MRAS
NM_001252090	22808	MRAS
NM_001252093	22808	MRAS
NM_001252091	22808	MRAS
NM_012068	22809	ATF5
NM_001193646	22809	ATF5
NM_001290746	22809	ATF5
NM_016057	22818	COPZ1
NM_001271736	22818	COPZ1
NM_001271735	22818	COPZ1
NM_001271734	22818	COPZ1
NM_016128	22820	COPG1
NM_001320822	22821	RASA3
NM_007368	22821	RASA3
NM_001320821	22821	RASA3
NM_001320822	22821	RASA3
NM_007368	22821	RASA3
NM_001320821	22821	RASA3
NM_007350	22822	PHLDA1
NM_001164392	22823	MTF2
NM_007358	22823	MTF2
NM_001164393	22823	MTF2
NM_001164391	22823	MTF2
NM_001317381	22824	HSPA4L
NM_014278	22824	HSPA4L
NM_001317383	22824	HSPA4L
NM_001317382	22824	HSPA4L
NM_014280	22826	DNAJC8
NM_001271098	22827	PUF60
NM_078480	22827	PUF60
NM_001271099	22827	PUF60
NM_001136033	22827	PUF60
NM_001271096	22827	PUF60
NM_001271100	22827	PUF60
NM_014281	22827	PUF60
NM_001271097	22827	PUF60
NM_001271098	22827	PUF60
NM_078480	22827	PUF60
NM_001136033	22827	PUF60
NM_001271100	22827	PUF60
NM_001271099	22827	PUF60
NM_001271096	22827	PUF60
NM_014281	22827	PUF60
NM_001271097	22827	PUF60
NM_001286199	22828	SCAF8
NM_014892	22828	SCAF8
NM_001286189	22828	SCAF8
NM_001286188	22828	SCAF8
NM_001286194	22828	SCAF8
NM_001206850	22829	NLGN4Y
NM_014893	22829	NLGN4Y
NM_001164238	22829	NLGN4Y
NM_001286206	22832	CEP162
NM_014895	22832	CEP162
NM_014897	22834	ZNF652
NM_001145365	22834	ZNF652
NM_014898	22835	ZFP30
NM_001320668	22835	ZFP30
NM_001320670	22835	ZFP30
NM_001320671	22835	ZFP30
NM_001320669	22835	ZFP30
NM_001320667	22835	ZFP30
NM_001320666	22835	ZFP30
NM_014899	22836	RHOBTB3
NM_001278461	22837	COBLL1
NM_014900	22837	COBLL1
NM_001278460	22837	COBLL1
NM_001278458	22837	COBLL1
NM_014901	22838	RNF44
NM_014902	22839	DLGAP4
NM_001042486	22839	DLGAP4
NM_183006	22839	DLGAP4
NM_014904	22841	RAB11FIP2
NM_001330167	22841	RAB11FIP2
NM_014906	22843	PPM1E
NM_014907	22844	FRMPD1
NM_014908	22845	DOLK
NM_014909	22846	VASH1
NM_001136156	22847	ZNF507
NM_014910	22847	ZNF507
NM_014911	22848	AAK1
NM_014912	22849	CPEB3
NM_001178137	22849	CPEB3
NM_014913	22850	ADNP2
NM_001256053	22852	ANKRD26
NM_014915	22852	ANKRD26
NM_014916	22853	LMTK2
NM_014917	22854	NTNG1
NM_001113226	22854	NTNG1
NM_001330665	22854	NTNG1
NM_001312688	22854	NTNG1
NM_001113228	22854	NTNG1
NM_014918	22856	CHSY1
NM_014920	22858	ICK
NM_016513	22858	ICK
NM_001008701	22859	ADGRL1
NM_014921	22859	ADGRL1
NM_001162371	22861	NLRP1
NM_001033053	22861	NLRP1
NM_033007	22861	NLRP1
NM_014922	22861	NLRP1
NM_033006	22861	NLRP1
NM_033004	22861	NLRP1
NM_001079673	22862	FNDC3A
NM_014923	22862	FNDC3A
NM_001278438	22862	FNDC3A
NM_014924	22863	ATG14
NM_001330123	22864	R3HDM2
NM_001330121	22864	R3HDM2
NM_001330122	22864	R3HDM2
