RefSeq mRNA ID	NCBI gene ID	Gene name
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_147130	259197	NCR3
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_001003693	259215	LY6G6F
NM_001003693	259215	LY6G6F
NM_001003693	259215	LY6G6F
NM_001003693	259215	LY6G6F
NM_001003693	259215	LY6G6F
NM_001003693	259215	LY6G6F
NM_001003693	259215	LY6G6F
NM_025015	259217	HSPA12A
NM_001330164	259217	HSPA12A
NM_147156	259230	SGMS1
NM_001350749	259232	NALCN
NM_052867	259232	NALCN
NM_147196	259236	TMIE
NM_147197	259239	WFDC11
NM_147198	259240	WFDC9
NM_147199	259249	MRGPRX1
NM_018136	259266	ASPM
NM_001206846	259266	ASPM
NM_148894	259282	BOD1L1
NM_001348075	259283	MDS2
NM_176881	259285	TAS2R39
NM_176882	259286	TAS2R40
NM_176883	259287	TAS2R41
NM_176884	259289	TAS2R43
NM_176884	259289	TAS2R43
NM_176885	259290	TAS2R31
NM_176885	259290	TAS2R31
NM_176885	259290	TAS2R31
NM_176884	259291	TAS2R43
NM_176886	259291	TAS2R45
NM_176884	259291	TAS2R43
NM_176887	259292	TAS2R46
NM_176887	259292	TAS2R46
NM_176887	259292	TAS2R46
NM_001097643	259293	TAS2R30
NM_001097643	259293	TAS2R30
NM_001097643	259293	TAS2R30
NM_176888	259294	TAS2R19
NM_176888	259294	TAS2R19
NM_176888	259294	TAS2R19
NM_176889	259295	TAS2R20
NM_176889	259295	TAS2R20
NM_176889	259295	TAS2R20
NM_176890	259296	TAS2R50
NM_176890	259296	TAS2R50
NM_176890	259296	TAS2R50
NM_152899	259307	IL4I1
NM_001258017	259307	IL4I1
NM_172374	259307	IL4I1
NM_001258018	259307	IL4I1
NM_001141917	259308	FAM205A
NM_001320289	260293	CYP4X1
NM_001320290	260293	CYP4X1
NM_178033	260293	CYP4X1
NM_001142782	260425	MAGI3
NM_152900	260425	MAGI3
NM_152891	260429	PRSS33
NM_152901	260434	PYDC1
NM_152997	260436	FDCSP
NM_152902	261726	TIPRL
NM_001031800	261726	TIPRL
NM_152999	261729	STEAP2
NM_001244945	261729	STEAP2
NM_001040665	261729	STEAP2
NM_001244946	261729	STEAP2
NM_001040666	261729	STEAP2
NM_001244944	261729	STEAP2
NM_001291593	261734	NPHP4
NM_001291594	261734	NPHP4
NM_015102	261734	NPHP4
NM_174975	266629	SEC14L3
NM_001257378	266629	SEC14L3
NM_001257379	266629	SEC14L3
NM_001257382	266629	SEC14L3
NM_153274	266675	BEST4
NM_153456	266722	HS6ST3
NM_153487	266727	MDGA1
NM_153488	266740	MAGEA2B
NM_001321404	266740	MAGEA2B
NM_001321401	266740	MAGEA2B
NM_001321403	266740	MAGEA2B
NM_001321402	266740	MAGEA2B
NM_001321400	266740	MAGEA2B
NM_001318804	266743	NPAS4
NM_178864	266743	NPAS4
NM_153615	266747	RGL4
NM_153757	266812	NAP1L5
NM_153840	266977	ADGRF1
NM_025048	266977	ADGRF1
NM_001017434	267002	PGBD2
NM_170725	267002	PGBD2
NM_000124	267004	ERCC6
NM_001277058	267004	ERCC6
NM_001277059	267004	ERCC6
NM_170753	267004	ERCC6
NM_001161814	267012	DAOA
NM_001161812	267012	DAOA
NM_172370	267012	DAOA
NM_001165877	267020	ATP5L2
NM_173358	280658	SSX7
NM_172006	280664	WFDC10B
NM_172131	280664	WFDC10B
NM_172138	282616	IFNL2
NM_172139	282617	IFNL3
NM_172140	282618	IFNL1
NM_173039	282679	AQP11
NM_001005567	282763	OR51B5
NM_001005491	282770	OR10AG1
NM_001005492	282775	OR5J2
NM_001031834	282808	RAB40AL
NM_172240	282809	POC1B
NM_001199777	282809	POC1B
NM_001318534	282890	ZNF311
NM_001318535	282890	ZNF311
NM_001010877	282890	ZNF311
NM_001318534	282890	ZNF311
NM_001318535	282890	ZNF311
NM_001010877	282890	ZNF311
NM_001318534	282890	ZNF311
NM_001318535	282890	ZNF311
NM_001010877	282890	ZNF311
NM_001318534	282890	ZNF311
NM_001318535	282890	ZNF311
NM_001010877	282890	ZNF311
NM_001318534	282890	ZNF311
NM_001318535	282890	ZNF311
NM_001010877	282890	ZNF311
NM_001318534	282890	ZNF311
NM_001318535	282890	ZNF311
NM_001010877	282890	ZNF311
NM_001318534	282890	ZNF311
NM_001318535	282890	ZNF311
NM_001010877	282890	ZNF311
NM_001042427	282966	C10orf53
NM_182554	282966	C10orf53
NM_001098483	282969	FUOM
NM_198472	282969	FUOM
NM_001301827	282969	FUOM
NM_001301828	282969	FUOM
NM_001105521	282973	JAKMIP3
NM_001323090	282973	JAKMIP3
NM_001323086	282973	JAKMIP3
NM_001323087	282973	JAKMIP3
NM_001323089	282973	JAKMIP3
NM_001323088	282973	JAKMIP3
NM_001318879	282974	STK32C
NM_173575	282974	STK32C
NM_001318878	282974	STK32C
NM_001318881	282974	STK32C
NM_001318880	282974	STK32C
NM_001318883	282974	STK32C
NM_001318882	282974	STK32C
NM_001282437	282991	BLOC1S2
NM_001001342	282991	BLOC1S2
NM_173809	282991	BLOC1S2
NM_001282439	282991	BLOC1S2
NM_001282436	282991	BLOC1S2
NM_001282438	282991	BLOC1S2
NM_001134363	282996	RBM20
NM_173576	283078	MKX
NM_001242702	283078	MKX
NM_001278522	283080	C10orf126
NM_001001955	283092	OR4C13
NM_001005270	283093	OR4C12
NM_001256686	283106	CSNK2A3
NM_001004760	283111	OR51V1
NM_001206626	283116	TRIM49B
NM_001318808	283129	MAJIN
NM_001300803	283129	MAJIN
NM_001037225	283129	MAJIN
NM_001278250	283130	SLC25A45
NM_001077241	283130	SLC25A45
NM_001278251	283130	SLC25A45
NM_001300820	283130	SLC25A45
NM_182556	283130	SLC25A45
NM_182557	283149	BCL9L
NM_181721	283150	FOXR1
NM_181721	283150	FOXR1
NM_001145018	283152	CCDC153
NM_001002917	283159	OR8D1
NM_001002918	283160	OR8D2
NM_001005196	283162	OR8B4
NM_001005284	283189	OR9G4
NM_001005284	283189	OR9G4
NM_182904	283208	P4HA3
NM_001288748	283208	P4HA3
NM_173582	283209	PGM2L1
NM_001039548	283212	KLHL35
NM_001029859	283219	KCTD21
NM_001286606	283229	CRACR2B
NM_173584	283229	CRACR2B
NM_001042463	283232	TMEM80
NM_174940	283232	TMEM80
NM_001276274	283232	TMEM80
NM_001276253	283232	TMEM80
NM_032251	283234	CCDC88B
NM_001318812	283237	TTC9C
NM_001318813	283237	TTC9C
NM_173810	283237	TTC9C
NM_001318816	283237	TTC9C
NM_001318814	283237	TTC9C
NM_001318815	283237	TTC9C
NM_173586	283238	SLC22A24
NM_001136506	283238	SLC22A24
NM_173587	283248	RCOR2
NM_173811	283254	HARBI1
NM_173588	283284	IGSF22
NM_207186	283297	OR10A4
NM_198474	283298	OLFML1
NM_173591	283310	OTOGL
NM_174941	283316	CD163L1
NM_001297650	283316	CD163L1
NM_001004304	283337	ZNF740
NM_178169	283349	RASSF3
NM_173593	283358	B4GALNT3
NM_001005493	283365	OR6C6
NM_173595	283373	ANKRD52
NM_173596	283375	SLC39A5
NM_001135195	283375	SLC39A5
NM_207344	283377	SPRYD4
NM_198827	283383	ADGRD1
NM_001330497	283383	ADGRD1
NM_173855	283385	MORN3
NM_173812	283417	DPY19L2
NM_207345	283420	CLEC9A
NM_001303130	283431	GAS2L3
NM_174942	283431	GAS2L3
NM_001303131	283431	GAS2L3
NM_001101421	283446	MYO1H
NM_001109662	283450	HECTD4
NM_173598	283455	KSR2
NM_176818	283459	GATC
NM_001319247	283461	C12orf40
NM_001031748	283461	C12orf40
NM_173601	283464	GXYLT1
NM_001099650	283464	GXYLT1
NM_182559	283471	TMPRSS12
NM_001164144	283489	CHAMP1
NM_032436	283489	CHAMP1
NM_001164145	283489	CHAMP1
NM_198849	283514	SIAH3
NM_199464	283518	KCNRG
NM_173605	283518	KCNRG
NM_001351006	283521	LINC00282
NM_001351005	283521	LINC00282
NM_001351003	283521	LINC00282
NM_181785	283537	SLC46A3
NM_001135919	283537	SLC46A3
NM_001099652	283554	GPR137C
NM_001080408	283571	PROX2
NM_001243007	283571	PROX2
NM_174976	283576	ZDHHC22
NM_001346131	283578	TMED8
NM_001346133	283578	TMED8
NM_001346134	283578	TMED8
NM_213601	283578	TMED8
NM_174943	283579	C14orf178
NM_001173978	283579	C14orf178
NM_182560	283598	C14orf177
NM_207117	283600	SLC25A47
NM_174944	283629	TSSK4
NM_001184739	283629	TSSK4
NM_001308067	283629	TSSK4
NM_001289022	283635	FAM177A1
NM_173607	283635	FAM177A1
NM_001079519	283635	FAM177A1
NM_015005	283638	CEP170B
NM_001112726	283638	CEP170B
NM_001198983	283643	C14orf80
NM_001134877	283643	C14orf80
NM_001134875	283643	C14orf80
NM_001134876	283643	C14orf80
NM_205850	283652	SLC24A5
NM_173814	283659	PRTG
NM_001042367	283677	REC114
NM_001348772	283677	REC114
NM_001304388	283685	GOLGA6L2
NM_001005241	283694	OR4N4
NM_001348699	283726	SAXO2
NM_001348703	283726	SAXO2
NM_001008226	283726	SAXO2
NM_173611	283742	FAM98B
NM_178034	283748	PLA2G4D
NM_001001413	283767	GOLGA6L1
NM_001001413	283767	GOLGA6L1
NM_001001413	283767	GOLGA6L1
NM_182562	283777	FAM169B
NM_203373	283807	FBXL22
NM_173614	283820	NOMO2
NM_001004060	283820	NOMO2
NM_001136505	283847	TERB1
NM_173815	283848	CES4A
NM_001190201	283848	CES4A
NM_001318506	283848	CES4A
NM_001190202	283848	CES4A
NM_178516	283849	EXOC3L1
NM_001099456	283869	NPW
NM_182563	283870	BRICD5
NM_001042371	283871	PGP
NM_175900	283897	C16orf54
NM_173618	283899	INO80E
NM_001304562	283899	INO80E
NM_001304563	283899	INO80E
NM_001243657	283927	NUDT7
NM_001105663	283927	NUDT7
NM_001243661	283927	NUDT7
NM_001243660	283927	NUDT7
NM_001136509	283933	ZNF843
NM_001301159	283948	NHLRC4
NM_176677	283948	NHLRC4
NM_001272051	283951	C16orf91
NM_001290098	283953	TMEM114
NM_001146336	283953	TMEM114
NM_001290097	283953	TMEM114
NM_001290095	283953	TMEM114
NM_173619	283971	CLEC18C
NM_178128	283985	FADS6
NM_030630	283987	HID1
NM_207346	283989	TSEN54
NM_182565	283991	UBALD2
NM_001204212	283999	TMEM235
NM_001204210	283999	TMEM235
NM_001204211	283999	TMEM235
NM_001316321	284001	CCDC57
NM_198082	284001	CCDC57
NM_173620	284004	HEXDC
NM_001330542	284004	HEXDC
NM_001144939	284013	VMO1
NM_001144940	284013	VMO1
NM_182566	284013	VMO1
NM_001144941	284013	VMO1
NM_181656	284018	C17orf58
NM_181655	284018	C17orf58
NM_001291316	284021	MILR1
NM_001085423	284021	MILR1
NM_001291317	284021	MILR1
NM_001204477	284040	CDRT4
NM_001193465	284058	KANSL1
NM_015443	284058	KANSL1
NM_001193466	284058	KANSL1
NM_015443	284058	KANSL1
NM_001193466	284058	KANSL1
NM_001193465	284058	KANSL1
NM_015443	284058	KANSL1
NM_001193465	284058	KANSL1
NM_001193466	284058	KANSL1
NM_001136483	284067	C17orf105
NM_198475	284069	FAM171A2
NM_001145080	284071	MEIOC
NM_173623	284076	TTLL6
NM_001130918	284076	TTLL6
NM_001038704	284083	C17orf47
NM_178170	284086	NEK8
NM_178517	284098	PIGW
NM_178517	284098	PIGW
NM_001321399	284099	C17orf78
NM_173625	284099	C17orf78
NM_001321399	284099	C17orf78
NM_173625	284099	C17orf78
NM_001136498	284106	CISD3
NM_001136498	284106	CISD3
NM_178171	284110	GSDMA
NM_177550	284111	SLC13A5
NM_001284509	284111	SLC13A5
NM_001284510	284111	SLC13A5
NM_001143838	284111	SLC13A5
NM_178518	284114	TMEM102
NM_001320444	284114	TMEM102
NM_012232	284119	CAVIN1
NM_001166347	284129	SLC26A11
NM_173626	284129	SLC26A11
NM_001166348	284129	SLC26A11
NM_001166349	284129	SLC26A11
NM_173627	284131	ENDOV
NM_001164637	284131	ENDOV
NM_001164638	284131	ENDOV
NM_182569	284161	GDPD1
NM_001165993	284161	GDPD1
NM_001165994	284161	GDPD1
NM_001086521	284184	NDUFAF8
NM_178520	284186	TMEM105
NM_001042685	284194	LGALS9B
NM_001004431	284207	METRNL
NM_001004431	284207	METRNL
NM_005559	284217	LAMA1
NM_198991	284252	KCTD1
NM_001136205	284252	KCTD1
NM_001142730	284252	KCTD1
NM_001258222	284252	KCTD1
NM_001258221	284252	KCTD1
NM_001307955	284254	DYNAP
NM_173629	284254	DYNAP
NM_001257964	284257	BOD1L2
NM_213602	284266	SIGLEC15
NM_175907	284273	ZADH2
NM_001306093	284273	ZADH2
NM_001037331	284274	SMIM21
NM_001303482	284274	SMIM21
NM_001123366	284293	HMSD
NM_001195267	284297	SSC5D
NM_001144950	284297	SSC5D
NM_173631	284306	ZNF547
NM_001321145	284307	ZIK1
NM_001010879	284307	ZIK1
NM_001321146	284307	ZIK1
NM_173632	284309	ZNF776
NM_182572	284312	ZSCAN1
NM_001142579	284323	ZNF780A
NM_001142578	284323	ZNF780A
NM_001010880	284323	ZNF780A
NM_001142577	284323	ZNF780A
NM_001142579	284323	ZNF780A
NM_001010880	284323	ZNF780A
NM_001142578	284323	ZNF780A
NM_001142577	284323	ZNF780A
NM_198476	284325	C19orf54
NM_199285	284338	PRR19
NM_173633	284339	TMEM145
NM_198477	284340	CXCL17
NM_174945	284346	ZNF575
NM_001031749	284348	LYPD5
NM_182573	284348	LYPD5
NM_001288763	284348	LYPD5
NM_181845	284349	ZNF283
NM_001297752	284349	ZNF283
NM_019121	284352	PPP1R37
NM_198478	284353	NKPD1
NM_198479	284355	TPRX1
NM_001130915	284358	MAMSTR
NM_182574	284358	MAMSTR
NM_001297753	284358	MAMSTR
NM_001321865	284359	IZUMO1
NM_001321864	284359	IZUMO1
NM_182575	284359	IZUMO1
NM_175063	284361	EMC10
NM_206538	284361	EMC10
NM_012315	284366	KLK9
NM_173635	284369	SIGLECL1
NM_001308437	284369	SIGLECL1
NM_001321319	284370	ZNF615
NM_001321323	284370	ZNF615
NM_001321321	284370	ZNF615
NM_001321322	284370	ZNF615
NM_001321320	284370	ZNF615
NM_198480	284370	ZNF615
NM_001321317	284370	ZNF615
NM_001199324	284370	ZNF615
NM_001321318	284370	ZNF615
NM_001352298	284371	ZNF841
NM_001321349	284371	ZNF841
NM_001136499	284371	ZNF841
NM_178525	284382	ACTL9
NM_001004699	284383	OR2Z1
NM_001012753	284390	ZNF763
NM_001136501	284391	ZNF844
NM_001025591	284402	SCGB2B2
NM_001083961	284403	WDR62
NM_173636	284403	WDR62
NM_001321919	284406	ZFP82
NM_001321918	284406	ZFP82
NM_133466	284406	ZFP82
NM_001321917	284406	ZFP82
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288791	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001288791	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_198481	284415	VSTM1
NM_001288791	284415	VSTM1
NM_001288792	284415	VSTM1
NM_001288793	284415	VSTM1
NM_001085488	284417	TMEM150B
NM_001282011	284417	TMEM150B
NM_001145402	284418	FAM71E2
NM_001136503	284422	SMIM24
NM_001321298	284427	SLC25A41
NM_173637	284427	SLC25A41
NM_001136507	284428	MBD3L5
NM_001004466	284433	OR10H5
NM_001007525	284434	NWD1
NM_001290355	284434	NWD1
NM_001321544	284439	SLC25A42
NM_178526	284439	SLC25A42
NM_001076678	284443	ZNF493
NM_175910	284443	ZNF493
NM_145326	284443	ZNF493
NM_182577	284451	ODF3L2
NM_001329764	284459	HKR1
NM_001329762	284459	HKR1
NM_001329761	284459	HKR1
NM_181786	284459	HKR1
NM_001329774	284459	HKR1
NM_001329777	284459	HKR1
NM_001329775	284459	HKR1
NM_001329776	284459	HKR1
NM_001329772	284459	HKR1
NM_001004440	284467	FAM19A3
NM_182759	284467	FAM19A3
NM_001144956	284485	RIIAD1
NM_182578	284486	THEM5
NM_175911	284521	OR2L13
NM_001304535	284521	OR2L13
NM_178527	284525	SLC9C2
NM_001001966	284532	OR14A16
NM_001010969	284541	CYP4A22
NM_001308102	284541	CYP4A22
NM_001136508	284546	C1orf185
NM_173638	284565	NBPF15
NM_001170755	284565	NBPF15
NM_001010883	284611	FAM102B
NM_001040709	284612	SYPL2
NM_001134402	284613	CYB561D1
NM_001134403	284613	CYB561D1
NM_182580	284613	CYB561D1
NM_001134400	284613	CYB561D1
NM_001134404	284613	CYB561D1
NM_001039888	284615	ANKRD34A
NM_001039517	284618	RUSC1-AS1
NM_001242909	284654	RSPO1
NM_001242910	284654	RSPO1
NM_001242908	284654	RSPO1
NM_001038633	284654	RSPO1
NM_001099439	284656	EPHA10
NM_173641	284656	EPHA10
NM_182581	284680	SPATA46
NM_182975	284695	ZNF326
NM_001320185	284695	ZNF326
NM_182976	284695	ZNF326
NM_181781	284695	ZNF326
NM_183242	284697	BTBD8
NM_173642	284716	RIMKLA
NM_207348	284723	SLC25A34
NM_001122962	284759	SIRPB2
NM_001134836	284759	SIRPB2
NM_181600	284827	KRTAP13-4
NM_174977	284904	SEC14L4
NM_001161368	284904	SEC14L4
NM_201594	284948	SH2D6
NM_001350494	284958	NT5DC4
NM_001080539	284992	CCDC150
NM_173647	284996	RNF149
NM_001002919	285016	ALKAL2
NM_173648	285025	CCDC141
NM_001316745	285025	CCDC141
NM_001163561	285051	STPG4
NM_173649	285051	STPG4
NM_173821	285093	RTP5
NM_173821	285093	RTP5
NM_001303128	285126	DNAJC5G
NM_173650	285126	DNAJC5G
NM_001303127	285126	DNAJC5G
NM_001289947	285141	ERICH2
NM_001290030	285141	ERICH2
NM_001320858	285148	IAH1
NM_001320859	285148	IAH1
NM_001320860	285148	IAH1
NM_001320863	285148	IAH1
NM_001039613	285148	IAH1
NM_001321624	285172	FAM126B
NM_001321625	285172	FAM126B
NM_001321618	285172	FAM126B
NM_001321627	285172	FAM126B
NM_001321621	285172	FAM126B
NM_001321626	285172	FAM126B
NM_001321629	285172	FAM126B
NM_001321623	285172	FAM126B
NM_001321619	285172	FAM126B
NM_173822	285172	FAM126B
NM_001321622	285172	FAM126B
NM_001321628	285172	FAM126B
NM_182587	285175	UNC80
NM_032504	285175	UNC80
NM_198483	285180	RUFY4
NM_182588	285190	RGPD4
NM_001033575	285193	DUSP28
NM_173653	285195	SLC9A9
NM_001278689	285203	EOGT
NM_173654	285203	EOGT
NM_001080448	285220	EPHA6
NM_001278301	285220	EPHA6
NM_001278300	285220	EPHA6
NM_173655	285220	EPHA6
NM_207102	285231	FBXW12
NM_001159929	285231	FBXW12
NM_001159927	285231	FBXW12
NM_173824	285237	C3orf38
NM_198313	285242	HTR3E
NM_001256613	285242	HTR3E
NM_182589	285242	HTR3E
NM_198314	285242	HTR3E
NM_001256614	285242	HTR3E
NM_001145083	285267	ZNF619
NM_001145082	285267	ZNF619
NM_001145093	285267	ZNF619
NM_001098414	285268	ZNF621
NM_198484	285268	ZNF621
NM_001287245	285268	ZNF621
NM_173825	285282	RABL3
NM_001007534	285311	C3orf56
NM_178822	285313	IGSF10
NM_001178146	285313	IGSF10
NM_001178145	285313	IGSF10
NM_001308229	285315	C3orf33
NM_173657	285315	C3orf33
NM_001141947	285331	CCDC66
NM_001012506	285331	CCDC66
NM_183061	285335	SLC9C1
NM_001320531	285335	SLC9C1
NM_001029840	285343	TCAIM
NM_001282915	285343	TCAIM
NM_001282913	285343	TCAIM
NM_001029839	285343	TCAIM
NM_001282914	285343	TCAIM
NM_173826	285343	TCAIM
NM_001287349	285346	ZNF852
NM_001287349	285346	ZNF852
NM_173658	285349	ZNF660
NM_173658	285349	ZNF660
NM_182760	285362	SUMF1
NM_001164674	285362	SUMF1
NM_001164675	285362	SUMF1
NM_001142547	285367	RPUSD3
NM_173659	285367	RPUSD3
NM_207351	285368	PRRT3
NM_001318871	285368	PRRT3
NM_206831	285381	DPH3
NM_001047434	285381	DPH3
NM_001025266	285382	C3orf70
NM_198485	285386	TPRG1
NM_001029955	285429	DCAF4L1
NM_207352	285440	CYP4V2
NM_001317934	285464	UVSSA
NM_020894	285464	UVSSA
NM_001317935	285464	UVSSA
NM_175918	285464	UVSSA
NM_001164673	285489	DOK7
NM_001301071	285489	DOK7
NM_173660	285489	DOK7
NM_001256896	285489	DOK7
NM_194439	285498	RNF212
NM_001131034	285498	RNF212
NM_001193318	285498	RNF212
NM_198281	285513	GPRIN3
NM_001300729	285521	COX18
NM_173827	285521	COX18
NM_001297733	285521	COX18
NM_001297732	285521	COX18
NM_182592	285525	YIPF7
NM_015030	285527	FRYL
NM_173662	285533	RNF175
NM_001145191	285550	FAM200B
NM_174952	285555	STPG2
NM_001171183	285588	EFCAB9
NM_001308175	285590	SH3PXD2B
NM_001017995	285590	SH3PXD2B
NM_173663	285596	FAM153A
NM_001317948	285598	ARL10
NM_173664	285598	ARL10
NM_001145678	285600	KIAA0825
NM_173665	285600	KIAA0825
NM_199243	285601	GPR150
NM_001308081	285605	DTWD2
NM_173666	285605	DTWD2
NM_173828	285613	RELL2
NM_001130029	285613	RELL2
NM_175921	285636	C5orf51
NM_001145017	285641	SLC36A3
NM_181774	285641	SLC36A3
NM_001099293	285643	KIF4B
NM_206880	285659	OR2V2
NM_173667	285668	C5orf64
NM_001323291	285671	RNF180
NM_178532	285671	RNF180
NM_001113561	285671	RNF180
NM_001323292	285671	RNF180
NM_173829	285672	SREK1IP1
NM_001178089	285676	ZNF454
NM_001178090	285676	ZNF454
NM_001323306	285676	ZNF454
NM_182594	285676	ZNF454
NM_001323309	285676	ZNF454
NM_001323310	285676	ZNF454
NM_001323307	285676	ZNF454
NM_001323308	285676	ZNF454
NM_001142306	285679	C5orf60
NM_001305388	285679	C5orf60
NM_001012761	285704	RGMB
NM_001271852	285753	CEP57L1
NM_001083535	285753	CEP57L1
NM_001271853	285753	CEP57L1
NM_173830	285753	CEP57L1
NM_173672	285755	PPIL6
NM_001111298	285755	PPIL6
NM_001286361	285755	PPIL6
NM_001286360	285755	PPIL6
NM_173674	285761	DCBLD1
NM_001170692	285782	CAGE1
NM_205864	285782	CAGE1
NM_001170693	285782	CAGE1
NM_175922	285800	PRR18
NM_173676	285848	PNPLA1
NM_001145716	285848	PNPLA1
NM_001145717	285848	PNPLA1
NM_198153	285852	TREML4
NM_198486	285855	RPL7L1
NM_182595	285877	POM121L12
NM_001103176	285888	CNPY1
NM_175064	285955	SPDYE1
NM_001130025	285966	TCAF2
NM_173678	285966	TCAF2
NM_001130026	285966	TCAF2
NM_173680	285971	ZNF775
NM_001317056	285973	ATG9B
NM_213603	285989	ZNF789
NM_001013258	285989	ZNF789
NM_001134468	286006	LSMEM1
NM_182597	286006	LSMEM1
NM_173683	286046	XKR6
NM_173685	286053	NSMCE2
NM_001349485	286053	NSMCE2
NM_001288806	286075	ZNF707
NM_001100599	286075	ZNF707
NM_001288807	286075	ZNF707
NM_001100598	286075	ZNF707
NM_173831	286075	ZNF707
NM_001288808	286075	ZNF707
NM_001288809	286075	ZNF707
NM_001288805	286075	ZNF707
NM_001288806	286075	ZNF707
NM_001288807	286075	ZNF707
NM_001100599	286075	ZNF707
NM_001100598	286075	ZNF707
NM_173831	286075	ZNF707
NM_001288808	286075	ZNF707
NM_001288809	286075	ZNF707
NM_001288805	286075	ZNF707
NM_198488	286077	FAM83H
NM_198488	286077	FAM83H
NM_001349810	286097	MICU3
NM_181723	286097	MICU3
NM_001271156	286128	ZFP41
NM_173832	286128	ZFP41
NM_173833	286133	SCARA5
NM_001171799	286144	TRIQK
NM_001191036	286144	TRIQK
NM_001171797	286144	TRIQK
NM_001171795	286144	TRIQK
NM_001171798	286144	TRIQK
NM_001171796	286144	TRIQK
NM_001191035	286144	TRIQK
NM_181787	286148	DPY19L4
NM_001029860	286151	FBXO43
NM_001013626	286187	PPP1R42
NM_173689	286204	CRB2
NM_173690	286205	SCAI
NM_001144877	286205	SCAI
NM_001012502	286207	CFAP157
NM_001142413	286223	C9orf47
NM_001001938	286223	C9orf47
NM_178828	286234	SPATA31E1
NM_178536	286256	LCN12
NM_001329678	286257	PAXX
NM_183241	286257	PAXX
NM_001128228	286262	TPRN
NM_001004125	286319	TUSC1
NM_033387	286336	FAM78A
NM_203403	286343	LURAP1L
NM_001001956	286362	OR13C9
NM_001004484	286365	OR13D1
NM_199135	286380	FOXD4L3
NM_173694	286410	ATP11C
NM_001010986	286410	ATP11C
NM_001319967	286430	NLRP2B
NM_001164416	286436	H2BFM
NM_173834	286451	YIPF6
NM_001195214	286451	YIPF6
NM_152632	286464	CFAP47
NM_001304548	286464	CFAP47
NM_001171110	286499	FAM133A
NM_173698	286499	FAM133A
NM_001171109	286499	FAM133A
NM_001171111	286499	FAM133A
NM_173699	286514	MAGEB18
NM_001350211	286527	TMSB15B
NM_194324	286527	TMSB15B
NM_021992	286527	TMSB15A
NM_178129	286530	P2RY8
NM_175924	286676	ILDR1
NM_001199799	286676	ILDR1
NM_001199800	286676	ILDR1
NM_001198593	286749	STON1-GTF2A1L
NM_172311	286749	STON1-GTF2A1L
NM_001198594	286749	STON1-GTF2A1L
NM_172367	286753	TUSC5
NM_001270409	286826	LIN9
NM_173083	286826	LIN9
NM_001270410	286826	LIN9
NM_173084	286827	TRIM59
NM_173086	286887	KRT6C
NM_152616	287015	TRIM42
NM_001134651	317649	EIF4E3
NM_001282886	317649	EIF4E3
NM_173359	317649	EIF4E3
NM_001134649	317649	EIF4E3
NM_001134650	317649	EIF4E3
NM_173348	317662	FAM149B1
NM_001131066	317671	RFESD
NM_173362	317671	RFESD
NM_001131065	317671	RFESD
NM_173856	317701	VN1R2
NM_173857	317703	VN1R4
NM_173858	317705	VN1R5
NM_001329595	317719	KLHL10
NM_152467	317719	KLHL10
NM_198083	317749	DHRS4L2
NM_001193636	317749	DHRS4L2
NM_001193637	317749	DHRS4L2
NM_001193635	317749	DHRS4L2
NM_174981	317754	POTED
NM_174978	317761	C14orf39
NM_001144995	317762	CCDC85C
NM_175065	317772	HIST2H2AB
NM_175066	317781	DDX51
NM_001310135	319089	TTC6
NM_175067	319100	TAAR6
NM_175068	319101	KRT73
NM_175619	326340	ZAR1
