raw_ids	SYMBOL	GENENAME
NM_001201619	CG34417	uncharacterized protein
NM_001298018	CG34417	uncharacterized protein
NM_001031878	Pink1	PTEN-induced putative kinase 1
NM_001031882	Pink1	PTEN-induced putative kinase 1
NM_167083	Pink1	PTEN-induced putative kinase 1
NM_132112	Pink1	PTEN-induced putative kinase 1
NM_001031883	Pink1	PTEN-induced putative kinase 1
NM_001031881	Pink1	PTEN-induced putative kinase 1
NM_001031879	Pink1	PTEN-induced putative kinase 1
NM_001031880	Pink1	PTEN-induced putative kinase 1
NM_001298023	Pink1	PTEN-induced putative kinase 1
NM_132141	CG14431	uncharacterized protein
NM_001382030	CG14431	uncharacterized protein
NM_001298044	CG14431	uncharacterized protein
NM_001031891	Sxl	Sex lethal
NM_167114	Sxl	Sex lethal
NM_001272374	Sxl	Sex lethal
NM_001169217	Sxl	Sex lethal
NM_001031893	Sxl	Sex lethal
NM_001272375	Sxl	Sex lethal
NM_001169215	Sxl	Sex lethal
NM_167111	Sxl	Sex lethal
NM_132157	Cph	Chronophage
NM_001103429	Cph	Chronophage
NM_167121	Cph	Chronophage
NM_132176	Pdp	Pyruvate dehydrogenase phosphatase
NM_001258638	Pdp	Pyruvate dehydrogenase phosphatase
NM_001298075	cyr	cypher
NM_001298076	cyr	cypher
NM_132214	cyr	cypher
NM_001258648	CG1632	uncharacterized protein
NM_132239	CG1632	uncharacterized protein
NM_206657	Nrg	Neuroglian
NM_001272408	Nrg	Neuroglian
NM_001169234	Nrg	Neuroglian
NM_078535	Nrg	Neuroglian
NM_167160	Nrg	Neuroglian
NM_001169235	Nrg	Neuroglian
NM_001258652	Nrg	Neuroglian
NM_001272407	Nrg	Neuroglian
NM_001169233	Nrg	Neuroglian
NM_001272429	Lim1	LIM homeobox 1
NM_132277	Lim1	LIM homeobox 1
NM_001103447	rdgA	retinal degeneration A
NM_001042799	rdgA	retinal degeneration A
NM_001201635	rdgA	retinal degeneration A
NM_001103446	rdgA	retinal degeneration A
NM_132287	Nost	Nostrin
NM_001201637	Nost	Nostrin
NM_001298100	Nost	Nostrin
NM_001169241	Nost	Nostrin
NM_001169240	Nost	Nostrin
NM_001201638	Nost	Nostrin
NM_001272448	mei-P26	meiotic P26
NM_001272449	mei-P26	meiotic P26
NM_001272447	mei-P26	meiotic P26
NM_167193	Cubn	Cubilin
NM_001298132	CARPB	Carbonic anhydrase-related protein B
NM_001258664	CARPB	Carbonic anhydrase-related protein B
NM_132353	CARPB	Carbonic anhydrase-related protein B
NM_001272461	CARPB	Carbonic anhydrase-related protein B
NM_001042802	RhoU	RhoU
NM_001298144	RhoU	RhoU
NM_001042801	RhoU	RhoU
NM_001298150	CG34408	uncharacterized protein
NM_001144712	CG34408	uncharacterized protein
NM_132385	CG34408	uncharacterized protein
NM_001298148	CG34408	uncharacterized protein
NM_001103468	CG34408	uncharacterized protein
NM_001298147	CG34408	uncharacterized protein
NM_001298149	CG34408	uncharacterized protein
NM_001298146	CG34408	uncharacterized protein
NM_001144711	CG34408	uncharacterized protein
